Id,sequence_id,patient_id,avg_0,avg_1,avg_2,avg_3,avg_4,avg_5,avg_6,avg_7,avg_8,avg_9,avg_10,avg_11,avg_12,avg_13,avg_14,avg_15,file_size,result
200027,4,2,1.52995e-06,-0.371033,0.0190879,-0.181379,0.144785,0.161957,0.474839,0.219012,0.218611,-0.00374086,0.419883,0.137967,0.048331,-0.0420892,-0.219841,-0.0722515,6440512,0
200028,4,2,3.43424e-06,-0.373412,0.0836772,-0.225688,0.124486,0.155572,0.551331,0.130035,0.239441,-0.0198418,0.498587,0.192432,0.00229635,-0.0395032,-0.182133,-0.152844,6813898,0
200029,4,2,-6.51042e-07,-0.399498,0.0577591,-0.238554,0.0947445,0.217662,0.629501,0.21164,0.224191,-0.0449486,0.453378,0.168801,-0.00279382,-0.0360655,-0.190924,-0.170579,6941842,0
200030,4,2,-1.51367e-06,-0.248941,0.0486487,-0.140351,0.0925206,0.109251,0.355988,0.0868964,0.167696,-0.0104873,0.323197,0.118969,0.0184333,-0.0190131,-0.13169,-0.0990352,4791430,0
200031,5,2,2.97648e-06,-0.338159,-0.0225807,-0.151833,0.18039,0.121287,0.3551,0.225766,0.220362,0.0213584,0.368292,0.113729,0.0846334,-0.0372044,-0.228117,-0.00920821,5993944,0
200032,5,2,-2.18099e-06,-0.328171,-0.00582069,-0.147233,0.195479,0.127279,0.345073,0.21855,0.203224,0.016542,0.348696,0.108542,0.0732578,-0.034583,-0.226278,-0.0118203,6030126,0
200033,5,2,-1.54622e-07,-0.30781,-0.00383548,-0.144634,0.164457,0.121003,0.328514,0.210646,0.199171,0.0166075,0.356725,0.106941,0.076695,-0.0291122,-0.217068,-0.0107617,6014156,0
200034,5,2,6.30697e-07,-0.330824,0.002062,-0.153937,0.181212,0.125673,0.36039,0.232466,0.191216,0.0164418,0.359967,0.0939661,0.0800081,-0.0223535,-0.221813,-0.0123753,6036911,0
200035,5,2,-8.13802e-07,-0.337276,-0.00489676,-0.148117,0.196699,0.12021,0.331605,0.213838,0.202203,0.0238544,0.352799,0.108255,0.0852987,-0.0300634,-0.217808,-0.00731592,6013342,0
200036,5,2,7.16146e-07,-0.30762,0.00659826,-0.137238,0.167503,0.112418,0.324667,0.200601,0.182245,0.01763,0.336753,0.102176,0.0791448,-0.0170428,-0.209613,-0.0137829,5867213,0
200037,6,2,-1.50553e-07,-0.328215,-0.0200661,-0.145829,0.144016,0.133564,0.357223,0.245328,0.210443,0.0224341,0.342608,0.112158,0.0761248,-0.0405248,-0.22283,-0.0091284,6164782,0
200038,6,2,6.41886e-07,-0.269357,-0.00738454,-0.10852,0.133645,0.0803384,0.273495,0.177737,0.18631,0.028229,0.287412,0.0970499,0.0671113,-0.0334456,-0.18307,-0.00458703,5093386,0
200039,6,2,9.847e-07,-0.249095,-0.0128586,-0.111604,0.122613,0.109278,0.270721,0.171592,0.142047,0.0124498,0.262358,0.0784288,0.0679798,-0.0337421,-0.168216,-0.00900381,4084170,0
200040,6,2,-9.847e-07,-0.340857,0.00706598,-0.153801,0.183202,0.104577,0.337045,0.233866,0.198193,0.0142792,0.349033,0.0993503,0.0904692,-0.0106415,-0.212237,-0.00896657,5906827,0
200041,6,2,-1.66829e-06,-0.350395,-0.00170522,-0.149496,0.182914,0.125788,0.35316,0.24293,0.199487,0.0128458,0.357737,0.109487,0.078083,-0.00568714,-0.221637,-0.0122455,6033042,0
200042,6,2,-1.45671e-06,-0.356186,0.0174665,-0.138999,0.172726,0.118314,0.377416,0.244413,0.196572,0.013922,0.369141,0.109589,0.0953536,-0.03058,-0.23908,-0.0111867,5949894,0
200043,7,2,-8.46354e-07,-0.136375,-0.0076624,-0.0564789,0.0653088,0.0528464,0.150558,0.102096,0.0984912,0.00706679,0.148763,0.0411045,0.0329746,-0.0177081,-0.0975831,-0.00271667,2477189,0
200044,7,2,4.5166e-07,-0.326268,-0.025119,-0.143743,0.171782,0.127564,0.341957,0.234878,0.205375,0.0221783,0.354085,0.106432,0.0931042,-0.0397299,-0.22877,-0.0121509,5940248,0
200045,7,2,1.4506e-06,-0.307667,0.00466698,-0.140884,0.181533,0.108238,0.314503,0.20826,0.185941,0.013337,0.325375,0.0964367,0.0763258,-0.0278297,-0.202724,-0.00767439,5971692,0
200046,7,2,1.28581e-06,-0.330308,-0.00589042,-0.15098,0.142958,0.154944,0.376249,0.263251,0.187091,0.0112622,0.342262,0.103246,0.0669623,-0.0375086,-0.228401,-0.017471,6116183,0
200047,7,2,2.53906e-06,-0.347166,-0.00761164,-0.147495,0.188754,0.128964,0.350586,0.211664,0.211238,0.0165842,0.36972,0.10832,0.0852744,-0.030554,-0.224933,-0.0126343,6060001,0
200048,7,2,-2.86458e-06,-0.286203,-0.0112637,-0.127922,0.141572,0.121481,0.327052,0.213941,0.185312,0.0126284,0.313484,0.0984614,0.0752796,-0.0378537,-0.208879,-0.0172162,5786909,0
200049,8,2,1.04167e-06,-0.316008,-0.00807499,-0.143957,0.154883,0.150006,0.36069,0.2377,0.198424,0.0144217,0.340305,0.099841,0.0672051,-0.0510173,-0.231746,-0.0157132,5869737,0
200050,8,2,5.49316e-07,-0.340621,-0.0064045,-0.133629,0.191441,0.126826,0.329524,0.207612,0.192463,0.0238291,0.353591,0.104375,0.0820788,-0.0330997,-0.220126,-0.00796568,5905313,0
200051,8,2,-6.75456e-07,-0.314971,-0.0117319,-0.133945,0.19845,0.132611,0.314237,0.198076,0.172216,0.0107749,0.319164,0.0878802,0.0716046,-0.031613,-0.201308,-0.0102413,5967426,0
200052,8,2,-1.92871e-06,-0.277988,-0.00410252,-0.123237,0.179665,0.11846,0.296422,0.169313,0.158529,0.0118407,0.302174,0.0898716,0.066899,-0.0280995,-0.188516,-0.0142955,5947457,0
200053,8,2,-1.38346e-06,-0.325985,-0.0135662,-0.142596,0.196204,0.133725,0.323676,0.200671,0.194292,0.0226921,0.345641,0.102059,0.0769636,-0.039337,-0.213776,-0.0069538,5904964,0
200054,8,2,-1.0498e-06,-0.251529,-0.00362409,-0.102879,0.13849,0.0858133,0.244154,0.151328,0.140655,0.0165787,0.267205,0.0830252,0.0655547,-0.0119542,-0.157741,-0.00728318,5708797,0
200055,9,2,1.4974e-06,-0.364042,-0.0332886,-0.147099,0.191339,0.132744,0.351763,0.237416,0.231117,0.0295255,0.397788,0.121891,0.0882703,-0.035712,-0.243308,-0.00390799,5834379,0
200056,9,2,-6.1849e-07,-0.278179,-0.0124336,-0.111796,0.139278,0.0798619,0.259187,0.178562,0.197189,0.0333702,0.314941,0.096588,0.0716295,-0.0299674,-0.190058,-0.00101159,4463741,0
200057,9,2,-7.24284e-07,-0.14925,-0.0200463,-0.0676503,0.0868745,0.0484169,0.143158,0.0930913,0.104712,0.018533,0.166629,0.0527913,0.0394875,-0.0149164,-0.103554,0.00299177,2410238,0
200058,9,2,1.17188e-06,-0.275762,-0.000266036,-0.0994786,0.142783,0.0754594,0.25062,0.164349,0.184166,0.0353294,0.310842,0.101421,0.0673995,-0.0272417,-0.189171,0.00028304,4149604,0
200059,9,2,-6.02214e-07,-0.368591,-0.0083595,-0.143451,0.175336,0.126247,0.353239,0.233546,0.245434,0.0403039,0.405542,0.133247,0.0879342,-0.0438452,-0.253066,-0.00750482,5762721,0
200060,9,2,-1.26953e-06,-0.359096,0.00320533,-0.155387,0.219344,0.14272,0.349405,0.227271,0.23724,0.0353828,0.407524,0.119291,0.0749795,-0.0423581,-0.265241,-0.00481637,5845993,0
200061,10,2,-1.16374e-06,-0.406362,-0.0350325,-0.179145,0.230383,0.161446,0.395845,0.28207,0.269746,0.0340537,0.444295,0.133121,0.08978,-0.0580502,-0.280484,-0.00458792,5936684,0
200062,10,2,2.24609e-06,-0.381833,-0.0138136,-0.167049,0.220089,0.134205,0.355818,0.245438,0.255271,0.0354548,0.439766,0.133413,0.0947996,-0.0398045,-0.261526,-0.00562129,5839648,0
200063,10,2,-2.28678e-06,-0.33135,-0.00599966,-0.133521,0.16953,0.136491,0.334518,0.207041,0.205293,0.0233001,0.3481,0.105495,0.0700247,-0.0354952,-0.216904,-0.0102908,5913764,0
200064,10,2,1.07422e-06,-0.316237,-0.00784255,-0.141545,0.188209,0.106977,0.300528,0.192192,0.202832,0.028267,0.350988,0.101259,0.0847919,-0.0323047,-0.2091,-0.00177605,5536043,0
200065,10,2,1.44857e-06,-0.317288,-0.0038055,-0.138837,0.180248,0.108113,0.31748,0.207895,0.201805,0.023588,0.35605,0.10898,0.0784721,-0.0282337,-0.215833,-0.0107505,5884599,0
200066,10,2,8.30078e-07,-0.302758,-0.0160794,-0.130775,0.18594,0.0948298,0.299159,0.186967,0.189621,0.0252174,0.326388,0.0984125,0.0736122,-0.0296046,-0.19905,-0.00254156,5451099,0
200067,11,2,2.7832e-06,-0.336217,-0.0149152,-0.138454,0.187342,0.109264,0.321033,0.209926,0.238267,0.0422911,0.392092,0.112479,0.0903959,-0.0346338,-0.238971,-0.00589168,5783954,0
200068,11,2,2.34375e-06,-0.341172,0.0088491,-0.147216,0.186518,0.109983,0.336153,0.210588,0.224097,0.0272756,0.387274,0.119874,0.0825048,-0.0424295,-0.233663,-0.00159997,5948317,0
200069,11,2,-7.97526e-07,-0.34605,0.00292483,-0.158282,0.19523,0.118526,0.354903,0.224525,0.240184,0.0303757,0.399738,0.121375,0.0959574,-0.0449296,-0.250899,-0.0112675,5908889,0
200070,11,2,-3.75977e-06,-0.326325,0.00275422,-0.143349,0.187572,0.0992481,0.319752,0.198971,0.216534,0.0383551,0.372241,0.112934,0.0858292,-0.0378752,-0.226709,-0.0118836,5797253,0
200071,11,2,3.8737e-06,-0.315834,-0.000376774,-0.137578,0.189671,0.104524,0.31361,0.19403,0.216285,0.0272091,0.367342,0.113405,0.0862202,-0.0374826,-0.224659,-0.00905296,5917446,0
200072,11,2,2.98055e-06,-0.322795,0.00449736,-0.137217,0.170421,0.113924,0.329671,0.200247,0.212875,0.0257654,0.367871,0.113087,0.0888593,-0.0395499,-0.223516,-0.012251,5897382,0
200073,12,2,1.3916e-06,-0.329514,-0.00692097,-0.153946,0.161858,0.144132,0.373005,0.251497,0.223307,0.0161541,0.355521,0.0932259,0.0640709,-0.0495328,-0.237562,-0.0188505,5906402,0
200074,12,2,-1.80664e-06,-0.318265,-0.0191665,-0.140958,0.154299,0.129402,0.333393,0.218961,0.197804,0.0269463,0.355558,0.108167,0.0804171,-0.0414169,-0.220163,-0.00708412,5697239,0
200075,12,2,2.47396e-06,-0.301534,-0.00183737,-0.119788,0.154445,0.111135,0.30925,0.217254,0.182841,0.0196803,0.32427,0.101747,0.0692664,-0.0385672,-0.210981,-0.0143991,5985300,0
200076,12,2,-8.13802e-07,-0.321927,-0.00678672,-0.144233,0.169048,0.127242,0.360811,0.248896,0.195872,0.01872,0.361029,0.100992,0.0752537,-0.0475333,-0.236479,-0.0151029,5877962,0
200077,12,2,-2.38444e-06,-0.335507,-0.00599611,-0.1447,0.157013,0.14868,0.36244,0.23198,0.214961,0.0167571,0.351976,0.0990426,0.0727471,-0.0491744,-0.230183,-0.0114451,6019655,0
200078,12,2,-2.08333e-06,-0.334688,-0.0209057,-0.149143,0.144399,0.132226,0.368848,0.250235,0.203069,0.0153208,0.343408,0.109054,0.0758384,-0.0403549,-0.227887,-0.0103451,6031784,0
200079,13,2,5.37109e-07,-0.423909,-0.0735225,-0.190733,0.208546,0.163904,0.400078,0.292349,0.252005,0.0403847,0.45548,0.146491,0.0923282,-0.0358659,-0.273505,0.00825914,5857312,0
200080,13,2,-1.46484e-06,-0.395522,-0.0424687,-0.174666,0.190344,0.143602,0.389926,0.261813,0.245749,0.0397411,0.42643,0.134783,0.0897586,-0.0348634,-0.257061,-8.33659e-05,5969898,0
200081,13,2,4.9235e-07,-0.393085,-0.0429316,-0.170413,0.195356,0.160833,0.404789,0.265728,0.250008,0.0357088,0.432004,0.139395,0.0932408,-0.0446034,-0.27288,-0.0100667,5956033,0
200082,13,2,-1.83105e-06,-0.354157,-0.0202737,-0.140862,0.169734,0.120951,0.357747,0.23943,0.22508,0.0303045,0.384738,0.121616,0.0856139,-0.0348371,-0.239962,-0.0106332,5947811,0
200083,13,2,1.02539e-06,-0.355056,-0.0168754,-0.141712,0.162693,0.129687,0.358514,0.252232,0.207058,0.0211418,0.381583,0.116014,0.0786576,-0.0346051,-0.230716,-0.00801692,6093336,0
200084,13,2,7.8125e-07,-0.316909,-0.00603443,-0.135749,0.173444,0.12122,0.333526,0.213554,0.200167,0.0245049,0.354842,0.116155,0.0762201,-0.0395177,-0.225042,-0.0166378,5987441,0
200085,14,2,-9.76563e-07,-0.319041,-0.00738353,-0.128891,0.152722,0.0940611,0.30545,0.209704,0.203057,0.0250553,0.338109,0.106045,0.0748635,-0.0288505,-0.201682,-0.0030709,5883471,0
200086,14,2,-3.05176e-06,-0.334211,0.00832122,-0.130893,0.154412,0.118931,0.338122,0.228355,0.200128,0.0245307,0.354788,0.109167,0.0829871,-0.039766,-0.225991,-0.00997405,6115525,0
200087,14,2,1.5625e-06,-0.28632,-0.00288629,-0.13283,0.135577,0.120959,0.312307,0.192154,0.201836,0.00918393,0.314224,0.0995659,0.0728549,-0.0365577,-0.203445,-0.011266,6082721,0
200088,14,2,1.25326e-06,-0.29035,-0.00806396,-0.128116,0.144863,0.121837,0.309064,0.197001,0.194996,0.00402568,0.314759,0.102908,0.0740166,-0.0385035,-0.203004,-0.00957069,5904539,0
200089,14,2,-9.68425e-07,-0.247903,0.000561816,-0.109069,0.134153,0.0908801,0.254425,0.169912,0.158774,0.0185668,0.27402,0.0775915,0.0648594,-0.0294785,-0.171738,-0.0118293,4836706,0
200090,14,2,-9.4401e-07,-0.330562,0.0083861,-0.138374,0.176468,0.110914,0.319467,0.226367,0.173095,0.0169922,0.325046,0.0981211,0.0789531,-0.01955,-0.205633,-0.00495456,6037369,0
200091,15,2,1.6276e-06,-0.332357,0.00433236,-0.138163,0.196193,0.11992,0.332134,0.211199,0.175008,0.00905454,0.337195,0.106879,0.075078,-0.022812,-0.210038,-0.0116827,6033394,0
200092,15,2,-1.38346e-06,-0.304909,-0.0222382,-0.141729,0.140757,0.16031,0.342337,0.231446,0.180974,0.00832423,0.315567,0.083676,0.0629365,-0.0288827,-0.207084,-0.00956574,5762420,0
200093,15,2,-2.05078e-06,-0.371215,-0.00217949,-0.165004,0.203996,0.173108,0.394465,0.260459,0.197212,0.00461144,0.366349,0.0852678,0.0866336,-0.0414924,-0.241063,-0.0148552,5991997,0
200094,15,2,-5.65592e-07,-0.434227,0.00824365,-0.181531,0.258698,0.182398,0.443262,0.281858,0.240103,0.0123084,0.418598,0.108764,0.0918768,-0.052186,-0.275331,-0.0274597,5987691,0
200095,15,2,2.90934e-06,-0.412877,0.00274535,-0.19334,0.216165,0.157397,0.398857,0.240755,0.277426,0.0312706,0.416608,0.130422,0.104732,-0.0469276,-0.25678,-0.0248463,5963031,0
200096,15,2,1.33464e-06,-0.397501,0.00211431,-0.170594,0.225617,0.158067,0.361198,0.217693,0.26963,0.0563849,0.403429,0.120422,0.0932861,-0.0464836,-0.262533,-0.0272416,5961276,0
200097,16,2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,54739,0
200098,16,2,-7.16146e-07,-0.129088,-0.00265422,-0.0617504,0.0741366,0.0771335,0.149297,0.0908504,0.0689958,-0.00492109,0.117671,0.0320913,0.0264624,-0.0110377,-0.0873912,-0.00707101,2517906,0
200099,16,2,1.81478e-06,-0.322449,-0.0118919,-0.150701,0.208036,0.155098,0.355452,0.232674,0.161207,-0.0067923,0.317055,0.0958547,0.0705544,-0.0257369,-0.218149,-0.0181916,5914728,0
200100,16,2,1.35498e-06,-0.343401,-0.0236658,-0.161604,0.15489,0.201881,0.414037,0.273682,0.163036,-0.00592013,0.299688,0.0747034,0.057278,-0.0452742,-0.223678,-0.0171132,6026040,0
200101,16,2,1.28581e-06,-0.367246,-0.0235288,-0.160538,0.200838,0.203411,0.42286,0.264734,0.187501,-0.0042543,0.320467,0.0823032,0.0629967,-0.0487053,-0.240374,-0.0293042,6028998,0
200102,16,2,7.97526e-07,-0.353883,-0.0137672,-0.155311,0.213414,0.17145,0.374232,0.265617,0.18537,-0.0058968,0.3404,0.0891494,0.0695151,-0.0461123,-0.234221,-0.0237406,6055877,0
200103,17,2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,54739,0
200104,17,2,-4.57764e-09,-0.00057917,-0.000137499,-0.000275001,0.000308335,0.000929162,0.000841671,0.000595826,0.000291667,5.41663e-05,0.000245832,-6.25005e-05,-0.000229166,-0.000366667,-0.000391667,-0.000258334,69635,0
200105,17,2,-3.45866e-07,-0.0439209,-0.00197944,-0.0260501,0.0153086,0.0316037,0.0633495,0.0335005,0.0273626,-0.00178321,0.0422377,0.0126166,0.0124751,-0.00752514,-0.0332415,-0.00432503,939202,0
200106,17,2,9.847e-07,-0.372879,-0.0440427,-0.186599,0.174401,0.253769,0.485102,0.304023,0.182315,-0.00753858,0.34278,0.0905285,0.0701965,-0.0487596,-0.267157,-0.0450828,6162085,0
200107,17,2,1.12305e-06,-0.329701,-0.0247681,-0.149758,0.162509,0.0977098,0.324685,0.238435,0.223164,0.0301413,0.359154,0.117195,0.0836286,-0.0339502,-0.222987,-0.00262404,5842231,0
200108,17,2,-1.79036e-06,-0.364954,-0.0245055,-0.173432,0.199107,0.140053,0.374736,0.250583,0.229288,0.0364163,0.416507,0.121559,0.0976666,-0.0338496,-0.254175,-0.00795899,5801951,0
200109,18,2,-1.43229e-06,-0.325322,-0.00419434,-0.149492,0.182744,0.109381,0.325424,0.221074,0.219593,0.0333086,0.375774,0.111099,0.0808034,-0.0397209,-0.230588,-0.00359902,5986803,0
200110,18,2,-1.83919e-06,-0.336617,-0.0165727,-0.147268,0.174624,0.118792,0.354936,0.242209,0.199803,0.026846,0.363378,0.114563,0.0830283,-0.0350134,-0.232142,-0.0168003,6021242,0
200111,18,2,-8.95182e-07,-0.29993,0.000694565,-0.129713,0.16727,0.09327,0.304653,0.197357,0.207394,0.0322289,0.339513,0.115671,0.0820327,-0.0360885,-0.219362,-0.00750938,5992059,0
200112,18,2,1.31022e-06,-0.318449,0.0039721,-0.136989,0.157205,0.111534,0.316795,0.204969,0.21499,0.0241669,0.344233,0.108776,0.0750694,-0.03552,-0.218497,-0.0114338,5998177,0
200113,18,2,1.79036e-06,-0.323689,0.0130181,-0.141912,0.157051,0.120426,0.32675,0.213766,0.208401,0.0215261,0.368682,0.108917,0.0801265,-0.0407173,-0.226737,-0.0050589,5844223,0
200114,18,2,7.52767e-07,-0.301446,-0.00905962,-0.125955,0.16087,0.0968719,0.290888,0.201679,0.184068,0.0232911,0.322438,0.0955411,0.0744004,-0.0276093,-0.203584,-0.00178282,4863627,0
200115,19,2,7.8125e-07,-0.3356,-0.0197925,-0.147067,0.185753,0.122512,0.33135,0.209613,0.221491,0.0256079,0.371475,0.1182,0.0848243,-0.0375373,-0.224332,-0.00817539,5768969,0
200116,19,2,1.48926e-06,-0.327767,-0.0010377,-0.134453,0.153548,0.115811,0.336322,0.217803,0.214153,0.0315212,0.369783,0.112967,0.0742878,-0.0369869,-0.229567,-0.00754689,5837788,0
200117,19,2,-4.55729e-07,-0.324272,0.00917282,-0.136026,0.165181,0.10181,0.325354,0.218461,0.195661,0.027024,0.353487,0.10468,0.0886965,-0.0349501,-0.219062,-0.00203332,6057307,0
200118,19,2,2.86458e-06,-0.31267,0.00197819,-0.131575,0.158307,0.109753,0.313913,0.211694,0.202986,0.015084,0.337401,0.0981282,0.0809658,-0.0388754,-0.213854,-0.00627421,5808449,0
200119,19,2,-5.61523e-07,-0.329514,-0.0179938,-0.148945,0.16573,0.117729,0.346976,0.244153,0.2189,0.0316667,0.374517,0.122112,0.0785425,-0.039182,-0.241883,-0.0109993,5910614,0
200120,19,2,1.30208e-06,-0.31053,-0.00426235,-0.14702,0.171047,0.108206,0.314325,0.20442,0.194933,0.0264618,0.354799,0.105429,0.0799367,-0.0307045,-0.217791,0.00119055,5908835,0
200121,20,2,1.84123e-06,-0.209484,-0.00367962,-0.0886218,0.115896,0.0660943,0.210305,0.125147,0.136649,0.0208672,0.237529,0.0681537,0.0514996,-0.0164921,-0.139084,-0.00360833,4217966,0
200122,20,2,-6.51042e-08,-0.1901,0.00088667,-0.0813994,0.10692,0.0637083,0.181121,0.122679,0.12278,0.0184461,0.200138,0.0531164,0.0453538,-0.0203336,-0.127721,-0.00240395,3625202,0
200123,20,2,-8.49406e-08,-0.0793126,-0.00180885,-0.0315918,0.0468502,0.0341457,0.081921,0.0545374,0.044167,0.00315014,0.0860081,0.0232626,0.0218207,-0.0090457,-0.0559376,-0.00552512,1860881,0
200124,20,2,-1.79036e-07,-0.248382,0.00728822,-0.104338,0.15671,0.091578,0.241445,0.153562,0.138255,0.0147913,0.266196,0.0739874,0.0513672,-0.0292954,-0.165918,-0.00454212,5479623,0
200125,20,2,-6.2561e-07,-0.193579,-0.00660854,-0.095467,0.119569,0.0702256,0.200909,0.134617,0.112791,0.0142704,0.223883,0.0670371,0.0461589,-0.0266828,-0.137025,-0.00214158,3792338,0
200126,20,2,-8.13802e-07,-0.201183,-0.00116557,-0.0897167,0.0978632,0.0658537,0.201096,0.137062,0.116525,0.0231831,0.226646,0.0701786,0.0466369,-0.0203211,-0.135488,-0.00803787,3813756,0
200127,21,2,-1.79036e-07,-0.22558,0.0119529,-0.103354,0.125351,0.0811464,0.233808,0.159976,0.146965,0.00841751,0.2546,0.0768124,0.0630372,-0.0281884,-0.160537,-0.00442121,4904795,0
200128,21,2,-1.38346e-07,-0.326695,-0.000414323,-0.144496,0.167072,0.120024,0.33483,0.221939,0.202666,0.0162672,0.348374,0.112905,0.0819679,-0.0396044,-0.223126,-0.00710369,6030233,0
