Id,sequence_id,patient_id,avg_0,avg_1,avg_2,avg_3,avg_4,avg_5,avg_6,avg_7,avg_8,avg_9,avg_10,avg_11,avg_12,avg_13,avg_14,avg_15,file_size,result
300044,7,3,2.34985e-07,0.133442,0.0731293,-0.153271,0.0135911,0.0492754,-0.00601179,-0.0296797,-0.123999,-0.0236218,0.0649121,-0.0241128,0.14208,0.0989743,0.186572,-0.0489659,5089679,0
300045,7,3,5.47282e-07,0.115787,0.0631962,-0.135983,0.0128124,0.0431786,-0.00556564,-0.0273542,-0.1057,-0.0248751,0.0593917,-0.0187242,0.125433,0.0856211,0.164246,-0.0393455,5121581,0
300046,7,3,7.47172e-07,0.10877,0.0555916,-0.142087,0.00942913,0.0376956,-0.00562868,-0.0321744,-0.101153,-0.0215789,0.0672206,-0.00475384,0.130604,0.0873748,0.164922,-0.0435912,5205409,0
300047,7,3,-2.54313e-08,0.126684,0.0683589,-0.1559,0.00950901,0.0450203,-0.0038795,-0.0298375,-0.116997,-0.0248635,0.0704214,-0.0202507,0.145688,0.0988864,0.180734,-0.0482749,5171833,0
300048,7,3,-8.99251e-07,0.131726,0.0718249,-0.155597,0.00895023,0.0465628,-0.00554075,-0.0310873,-0.116975,-0.0259258,0.0754796,-0.0205005,0.148155,0.0990832,0.185568,-0.0521674,5199073,0
300049,8,3,-4.02832e-07,0.088395,0.0478497,-0.106242,0.0062673,0.0336162,-0.000878644,-0.0224712,-0.0820202,-0.0205701,0.0486162,-0.0153132,0.098159,0.074724,0.127438,-0.0348796,4997519,0
300050,8,3,-6.10352e-07,0.0909546,0.0521208,-0.112854,0.00693781,0.0338083,-0.00384105,-0.0240716,-0.0908702,-0.0215042,0.0522921,-0.010904,0.107501,0.0764204,0.13945,-0.0327087,5277450,0
300051,8,3,-1.69881e-07,0.107655,0.0603375,-0.127141,0.00987927,0.0403886,-0.0045572,-0.0235205,-0.105032,-0.0214711,0.0593966,-0.0170966,0.120146,0.0851964,0.152759,-0.0400715,5235544,0
300052,8,3,7.77181e-07,0.110509,0.0604339,-0.1283,0.00956597,0.0394785,-0.00388679,-0.023246,-0.0972131,-0.0227378,0.056225,-0.0192249,0.112341,0.0776574,0.150671,-0.0371416,5219512,0
300053,8,3,-2.29899e-07,0.089017,0.0498495,-0.103624,0.00846258,0.0315077,-0.00227466,-0.0175001,-0.0797665,-0.0198792,0.0450713,-0.0169963,0.0953829,0.0654302,0.124134,-0.0324257,4944329,0
300054,8,3,3.14331e-07,0.0944078,0.0531505,-0.113079,0.00844526,0.0372582,-0.00374568,-0.0244952,-0.0873077,-0.0230454,0.050759,-0.0155875,0.106304,0.0707669,0.138543,-0.0336287,4894273,0
300055,9,3,-8.57544e-07,0.114275,0.0611702,-0.12847,0.0101878,0.0396504,-0.00455784,-0.0223462,-0.110071,-0.0268826,0.0621204,-0.0168172,0.12223,0.0843779,0.157825,-0.041621,5046942,0
300056,9,3,8.80941e-07,0.108413,0.061358,-0.124562,0.00860876,0.0387619,-0.00209233,-0.0221416,-0.103159,-0.0263839,0.0570829,-0.0169957,0.115775,0.0824028,0.150374,-0.0406537,5074296,0
300057,9,3,2.54313e-08,0.0866951,0.0462586,-0.105571,0.00722864,0.0282126,-0.00406311,-0.0182921,-0.0835035,-0.0148536,0.0493126,-0.0140625,0.0984036,0.066191,0.128097,-0.0306919,4938056,0
300058,9,3,1.01725e-07,0.0776126,0.0437337,-0.0944962,0.00782058,0.0287672,-0.00277037,-0.0146336,-0.0739292,-0.0172131,0.0446662,-0.0130169,0.0868119,0.0560079,0.111609,-0.0299494,4891333,0
300059,9,3,5.23885e-07,0.066763,0.0381293,-0.0810744,0.00401704,0.0214123,-0.00211198,-0.0171713,-0.0615578,-0.0142421,0.038175,-0.0102248,0.0765716,0.0560797,0.0952835,-0.024012,4911275,0
300060,9,3,-2.40072e-07,0.0926876,0.0533662,-0.101367,0.00832542,0.0317547,-0.000879409,-0.0185964,-0.0860326,-0.0211952,0.0461575,-0.0153839,0.0943752,0.0636081,0.123763,-0.0329376,4897231,0
300061,10,3,2.11385e-06,0.1729,0.113871,-0.242971,0.0233204,0.0987443,0.00577363,-0.0478704,-0.196404,-0.0508377,0.120851,-0.0347047,0.235692,0.154462,0.298154,-0.0683376,5317944,0
300062,10,3,6.42904e-07,0.184161,0.118274,-0.256219,0.028178,0.0897852,-0.000947947,-0.0481706,-0.209119,-0.0467491,0.120114,-0.0301787,0.242759,0.153036,0.313415,-0.0656368,5433294,0
300063,10,3,5.82886e-07,0.138156,0.0956138,-0.230555,0.0222855,0.0914951,-0.00328746,-0.0539136,-0.191245,-0.0493567,0.114084,-0.027249,0.23172,0.168489,0.301732,-0.0560048,5396893,0
300064,10,3,-2.15658e-07,0.12588,0.0730491,-0.211393,0.0087253,0.0616851,-0.00283945,-0.0520611,-0.165793,-0.038919,0.102972,-0.0192935,0.210096,0.165635,0.279565,-0.0455011,5334752,0
300065,10,3,5.9611e-07,0.153704,0.0996678,-0.222384,0.0267792,0.0811591,-0.00174087,-0.0470591,-0.178866,-0.0435823,0.103149,-0.0263174,0.208045,0.145614,0.271038,-0.0603117,5233897,0
300066,10,3,-3.66211e-07,0.179184,0.122521,-0.239427,0.0293573,0.0886648,0.00205138,-0.0467407,-0.195783,-0.0524939,0.114742,-0.0344393,0.22568,0.149047,0.290977,-0.0694719,5447224,0
300067,11,3,4.67936e-07,0.17983,0.12009,-0.246328,0.0321963,0.108395,0.0141438,-0.0506086,-0.218,-0.0604878,0.117649,-0.0407159,0.240991,0.166516,0.32468,-0.0770395,5493326,0
300068,11,3,-1.56453e-06,0.195523,0.127148,-0.254014,0.0481421,0.106904,0.0109596,-0.0491925,-0.223044,-0.0562731,0.113127,-0.0403759,0.236923,0.160936,0.317977,-0.0782927,5480298,0
300069,11,3,-4.96419e-07,0.152373,0.115697,-0.245897,0.0284335,0.100946,0.0061721,-0.0475631,-0.200468,-0.0471074,0.115376,-0.0294155,0.227587,0.153942,0.295479,-0.0605642,5389344,0
300070,11,3,1.84733e-06,0.128044,0.0912616,-0.22371,0.0169249,0.0920356,0.00675519,-0.0514209,-0.180007,-0.0390952,0.110376,-0.0265636,0.216228,0.151747,0.284375,-0.0530422,5412976,0
300071,11,3,-8.99251e-07,0.122539,0.0935814,-0.218509,0.0187965,0.0656165,0.00115157,-0.0543626,-0.163834,-0.0361027,0.110186,-0.0277807,0.210181,0.154498,0.284162,-0.0498097,5430707,0
300072,11,3,1.65202e-06,0.13171,0.0806794,-0.239238,0.018903,0.073543,-0.00292321,-0.0642291,-0.1752,-0.086248,0.115988,-0.0331634,0.253977,0.209144,0.319572,-0.0411511,5288706,0
300073,12,3,2.01823e-06,0.129387,0.0857156,-0.22312,0.0169283,0.078803,-0.00471919,-0.0540366,-0.173991,-0.0463953,0.10835,-0.0236704,0.218987,0.164503,0.288826,-0.0520389,5317005,0
300074,12,3,-2.32697e-06,0.157267,0.102833,-0.223333,0.02142,0.0759662,-0.00788352,-0.0418465,-0.180463,-0.0272758,0.117205,-0.0283669,0.21585,0.140313,0.271446,-0.0699754,5293445,0
300075,12,3,1.31938e-06,0.153252,0.107854,-0.239864,0.0282991,0.090491,0.00354003,-0.0474617,-0.195237,-0.0393171,0.11893,-0.0247798,0.233126,0.154436,0.291363,-0.0710925,5348182,0
300076,12,3,1.03556e-06,0.170144,0.112036,-0.243616,0.0262764,0.0895168,-0.00528324,-0.051101,-0.197913,-0.0444772,0.123642,-0.0291782,0.237134,0.156968,0.303374,-0.0683512,5382751,0
300077,12,3,4.86247e-07,0.193361,0.119234,-0.256943,0.0222798,0.0899383,-0.0017489,-0.0570883,-0.202958,-0.0496759,0.124971,-0.0277668,0.235856,0.162747,0.301191,-0.0751084,5343637,0
300078,12,3,1.86971e-06,0.181075,0.110357,-0.251488,0.0294726,0.0897483,-0.00808763,-0.0551943,-0.193463,-0.0399744,0.133461,-0.0353278,0.245083,0.161898,0.308352,-0.0768198,5398219,0
300079,13,3,7.09534e-07,0.10695,0.0552005,-0.144659,0.00129151,0.0361421,-0.0112905,-0.0292536,-0.0944257,-0.00845062,0.0772424,-0.00837388,0.126655,0.0922654,0.167855,-0.0495587,5235661,0
300080,13,3,1.8514e-07,0.125217,0.0669419,-0.146333,0.00767154,0.0440589,-0.00536736,-0.0303331,-0.111638,-0.0227288,0.069083,-0.0132576,0.134717,0.08988,0.169153,-0.0471672,5148532,0
300081,13,3,-1.89209e-07,0.133225,0.0717084,-0.153945,0.00958796,0.0513585,-0.00837025,-0.0307493,-0.122805,-0.0215923,0.079891,-0.0146997,0.136451,0.0926214,0.180691,-0.0513496,5178429,0
300082,13,3,3.7384e-07,0.11405,0.0624846,-0.135199,0.00726264,0.0396715,-0.00201197,-0.0242759,-0.105075,-0.0231198,0.0690965,-0.0156909,0.123405,0.0848457,0.154579,-0.0448258,5166914,0
300083,13,3,-3.90625e-07,0.115255,0.0641368,-0.134991,0.0109834,0.0433539,-0.00598288,-0.0292368,-0.108171,-0.0229381,0.0658784,-0.0159532,0.122088,0.0888594,0.162658,-0.0428663,5173336,0
300084,13,3,9.56217e-08,0.126817,0.0708822,-0.150987,0.0101497,0.0473408,-0.00659176,-0.0274174,-0.119597,-0.0260073,0.0727049,-0.0164256,0.138209,0.0902486,0.172107,-0.0449284,5174149,0
300085,14,3,-3.90625e-07,0.12952,0.0704416,-0.153217,0.00567568,0.0436128,-0.00668823,-0.0307871,-0.11385,-0.0284919,0.0772458,-0.0185131,0.140471,0.0981158,0.178629,-0.0457829,5203185,0
300086,14,3,4.77346e-07,0.143362,0.0777192,-0.170317,0.00813788,0.0497962,-0.00579191,-0.0364205,-0.130258,-0.0275993,0.0836582,-0.0125455,0.15677,0.107884,0.195845,-0.0573752,5195060,0
300087,14,3,1.34277e-07,0.131908,0.0752267,-0.151095,0.0095373,0.0439004,-0.00377909,-0.0263708,-0.115162,-0.0271252,0.0708254,-0.0195831,0.137712,0.0960252,0.177732,-0.055766,5101701,0
300088,14,3,6.78253e-07,0.115992,0.0700533,-0.133133,0.0096964,0.0438578,-0.00438008,-0.0233339,-0.11212,-0.025895,0.0599702,-0.0205997,0.12437,0.085263,0.160834,-0.0430589,5015776,0
300089,14,3,1.22325e-07,0.106958,0.0628806,-0.127937,0.00973759,0.038966,-0.00437104,-0.0231663,-0.0992967,-0.0264908,0.0579083,-0.0171004,0.119588,0.0792626,0.147249,-0.0379619,5019647,0
300090,14,3,6.54093e-07,0.112888,0.0633338,-0.132734,0.00598806,0.0404746,-0.00332956,-0.0287881,-0.100855,-0.0232661,0.0613543,-0.0209505,0.127116,0.0903216,0.159558,-0.0438325,5031701,0
300091,15,3,-6.79525e-07,0.110933,0.067783,-0.131899,0.013183,0.0444299,-0.00472159,-0.0280134,-0.0968841,-0.0259929,0.0562786,-0.0208253,0.119796,0.0827835,0.156057,-0.0422831,5009962,0
300092,15,3,8.34147e-08,0.0998005,0.0585263,-0.116201,0.00942023,0.0395661,0.000187964,-0.0202202,-0.0912668,-0.0236752,0.0511167,-0.0143756,0.105042,0.0690208,0.132528,-0.0361921,4959199,0
300093,15,3,-2.96021e-07,0.0781424,0.0407114,-0.093492,0.00671303,0.029825,-0.00199882,-0.0182664,-0.0733799,-0.0153829,0.0453249,-0.0132537,0.0871953,0.0598923,0.11058,-0.0283882,4923722,0
300094,15,3,9.75545e-07,0.0956833,0.0577872,-0.107567,0.0096499,0.0395416,-0.000311407,-0.0168964,-0.0859702,-0.0254327,0.0483666,-0.0162966,0.0985998,0.062491,0.126713,-0.0364546,4923248,0
300095,15,3,-4.24194e-07,0.0866294,0.0507719,-0.101896,0.00599637,0.032425,-0.00524975,-0.0199287,-0.0796175,-0.0181911,0.046717,-0.0119998,0.0978378,0.0606033,0.122176,-0.0309998,4919844,0
300096,15,3,-5.06592e-07,0.0804291,0.0438291,-0.0956464,0.00716707,0.0303209,-0.00162528,-0.0201792,-0.0755631,-0.0180866,0.0433251,-0.0139245,0.0902041,0.0636334,0.114266,-0.0304963,4914498,0
300097,16,3,-7.42594e-07,0.115662,0.0637588,-0.139537,0.00653762,0.0400281,-0.00581674,-0.0271412,-0.10327,-0.0211412,0.0678545,-0.0164548,0.126447,0.0881793,0.161225,-0.0479047,5122422,0
300098,16,3,-1.48519e-07,0.093217,0.050646,-0.125367,0.00490064,0.0383795,-0.00553377,-0.0282124,-0.09152,-0.0165867,0.0629828,-0.00842128,0.11602,0.0792958,0.144,-0.0362576,5233519,0
300099,16,3,-7.96509e-07,0.0991536,0.0571541,-0.123146,0.00472496,0.0382091,-0.005204,-0.021084,-0.0969385,-0.0170008,0.0583871,-0.00443439,0.109887,0.0793913,0.146714,-0.0443837,5176644,0
300100,16,3,6.54093e-07,0.0848255,0.0449403,-0.109754,0.00174216,0.0271581,-0.00827869,-0.0210536,-0.0763248,-0.0082198,0.0580539,-0.00693827,0.0961711,0.0678295,0.124658,-0.0359745,5127350,0
300101,16,3,-2.18709e-07,0.0800546,0.041566,-0.104632,0.00192963,0.0263203,-0.00749642,-0.0215964,-0.0743839,-0.00757851,0.0594078,-0.00537032,0.0928506,0.0641203,0.120116,-0.0335215,5088264,0
300102,16,3,-4.69971e-07,0.0810784,0.0471213,-0.100258,-6.61448e-05,0.022296,-0.00908297,-0.023696,-0.0756991,-0.0112886,0.0548755,-0.00519456,0.092454,0.0657746,0.120541,-0.031866,5030468,0
300103,17,3,-9.847e-07,0.16669,0.0979793,-0.233859,0.0176093,0.0745541,-0.00333011,-0.0496251,-0.189338,-0.0511905,0.112591,-0.0276007,0.225678,0.164699,0.302967,-0.0677463,5211673,0
300104,17,3,2.94902e-06,0.162109,0.103715,-0.234784,0.0251086,0.0981481,0.00344498,-0.0465178,-0.192894,-0.0481229,0.109298,-0.035971,0.222151,0.155892,0.304461,-0.0718778,5463481,0
300105,17,3,9.4401e-07,0.150566,0.0994447,-0.249966,0.0354471,0.0861228,-0.00464563,-0.0484053,-0.188075,-0.0358491,0.121059,-0.0328685,0.221849,0.15721,0.298955,-0.0644509,5533033,0
300106,17,3,-1.84326e-06,0.162401,0.104524,-0.23013,0.0298875,0.0942979,0.0053604,-0.0434727,-0.191122,-0.0456105,0.108724,-0.0366919,0.21901,0.141321,0.281189,-0.0650568,5554671,0
300107,17,3,-3.52987e-07,0.176856,0.107774,-0.239194,0.0264647,0.0894312,0.0125985,-0.0432585,-0.190131,-0.0498294,0.108929,-0.0368658,0.232231,0.140306,0.286715,-0.0614248,5513989,0
300108,17,3,-1.64185e-06,0.158053,0.0997896,-0.229653,0.0265732,0.0868068,0.00852985,-0.0393581,-0.17986,-0.0415817,0.113079,-0.0303249,0.216676,0.142375,0.28005,-0.0712223,5442912,0
300109,18,3,3.27555e-07,0.151522,0.0972991,-0.224317,0.0304578,0.0809601,0.00244695,-0.038601,-0.181082,-0.0386267,0.105884,-0.0290008,0.205558,0.134883,0.276238,-0.0557575,5430516,0
300110,18,3,-7.34456e-07,0.142017,0.0852762,-0.219264,0.0206881,0.076851,0.00419701,-0.0383819,-0.16212,-0.0326885,0.107324,-0.0285865,0.19992,0.131045,0.267628,-0.0596736,5289640,0
300111,18,3,1.65202e-06,0.161901,0.101074,-0.231408,0.0264257,0.0874758,-0.000302795,-0.0428241,-0.182903,-0.0491529,0.106972,-0.0322011,0.22256,0.150827,0.277182,-0.0662005,5301565,0
300112,18,3,-4.59798e-07,0.174308,0.110656,-0.248656,0.0291653,0.0838116,0.00620945,-0.046405,-0.193536,-0.0420082,0.115913,-0.0353156,0.23368,0.146789,0.299807,-0.0716286,5378887,0
300113,18,3,-2.54618e-06,0.183656,0.107479,-0.239373,0.0255719,0.0808065,0.00314047,-0.0444288,-0.190687,-0.0486909,0.118571,-0.0328384,0.219824,0.152154,0.29742,-0.0777799,5405365,0
300114,18,3,-1.36108e-06,0.142406,0.0939959,-0.24138,0.0138531,0.0660874,-0.00117515,-0.0458012,-0.179465,-0.0518516,0.118159,-0.0177051,0.223486,0.170013,0.289853,-0.0530505,5304608,0
300115,19,3,-5.31006e-07,0.139358,0.081505,-0.203197,0.0176343,0.0703959,-0.00498643,-0.0450834,-0.162255,-0.057003,0.0973917,-0.0189868,0.198337,0.14264,0.255065,-0.0480385,5178278,0
300116,19,3,8.20923e-07,0.167362,0.102672,-0.22097,0.0257302,0.0862974,-0.00091167,-0.0440619,-0.186795,-0.0459911,0.101578,-0.032384,0.209383,0.139,0.276464,-0.0594326,5210405,0
300117,19,3,-1.14543e-06,0.176258,0.113585,-0.224528,0.0219946,0.0801257,0.00326344,-0.0404536,-0.183962,-0.0419668,0.106271,-0.0346671,0.211305,0.138888,0.270269,-0.0710325,5313551,0
300118,19,3,6.51042e-07,0.163243,0.109396,-0.227233,0.0312847,0.0951584,0.00412622,-0.0475868,-0.197895,-0.0399061,0.114131,-0.0281888,0.213356,0.134388,0.281598,-0.065667,5408871,0
300119,19,3,-3.14128e-06,0.18853,0.124945,-0.24092,0.0268297,0.0850639,0.00490125,-0.0415387,-0.198137,-0.0518086,0.104386,-0.0402574,0.228649,0.153118,0.295871,-0.0689333,5442740,0
300120,19,3,3.15755e-06,0.181071,0.10446,-0.235817,0.0378466,0.104963,0.013079,-0.0485567,-0.195163,-0.0515976,0.106895,-0.0314117,0.21849,0.143123,0.290234,-0.0773112,5454230,0
300121,20,3,-1.17086e-06,0.137675,0.0754367,-0.175246,0.00269148,0.0406791,-0.0155364,-0.0422156,-0.120138,-0.00932068,0.097492,0.0124631,0.151729,0.0935975,0.19812,-0.0570572,5302706,0
300122,20,3,-3.54004e-07,0.11463,0.0639203,-0.141801,0.0136244,0.0463119,-0.00706624,-0.0300918,-0.112183,-0.0200263,0.0692246,-0.0108176,0.131649,0.0877837,0.169692,-0.0488993,5126310,0
300123,20,3,-3.97746e-07,0.121559,0.0652002,-0.144796,0.00716618,0.0431671,-0.0031867,-0.0269407,-0.109496,-0.0227957,0.0696,-0.00530861,0.127871,0.0816884,0.166708,-0.0436885,5118384,0
